ts,device_id,co,humidity,light,lpg,motion,smoke,temp
2023-04-14 18:06:28,device_0,0.012365697097246886,58.44372342321125,False,0.008759968914626614,False,0.01615396015422391,18.683396974193762
2023-08-24 22:58:52,device_1,0.05874352029963381,61.094779207436346,False,0.013866830961189514,False,0.029826915576194494,19.211064027843705
2023-03-20 20:39:22,device_2,0.05248256391546501,48.17988336737436,False,0.01246020990091861,False,-0.006918195679098162,26.65486410146502
2023-09-04 18:26:15,device_3,0.05925450897364202,80.95780471956955,True,0.005342436946070847,True,0.005397198427071825,28.06479477820171
2023-01-11 19:56:50,device_4,0.055406188752611274,57.33026429781149,False,0.009744236569268185,True,0.023037934771100114,25.558329216694453
2023-05-25 12:13:37,device_5,0.04645704797301266,71.68399538022253,False,0.019003754743248835,True,0.012051908680258181,27.912730249643463
2023-05-20 13:02:18,device_6,0.03958542669958438,51.351342161647764,True,0.01074877752044352,False,0.025009670701386332,26.768439596850016
2023-03-03 12:29:46,device_7,0.01152380586368159,71.0438302735392,False,0.014188040994997172,True,0.017508071383908003,22.896554968695508
2023-07-16 04:37:51,device_8,0.05075264134633465,48.38577512609126,True,0.006082942806717872,True,0.015423662149778989,26.560023821108516
2023-03-17 00:00:42,device_9,0.025626538005379552,61.471799646041184,True,0.016630885652541106,False,0.02703620029243481,30.36590325000507
2023-09-06 22:49:11,device_10,0.02424575677158218,52.17108152769106,True,0.005465905831815224,True,0.028194657440273177,25.43641402247189
2023-01-09 12:48:17,device_11,0.05725390435827135,65.14285391735261,False,0.006283188356204795,True,0.03369301848015365,33.899706595773814
2023-05-13 05:17:35,device_12,0.05578356246387284,74.75292655131791,False,0.011212570828846802,False,0.02674724801754484,24.383824720041954
2023-08-08 03:02:00,device_13,0.04626118603472625,65.48155606261608,False,0.008084576725630198,True,0.03943278124068341,19.997852153612904
2023-10-29 01:11:45,device_14,0.0688582257860728,66.40605312613258,False,0.007651753190741862,True,0.022581412110768417,26.05189602121922
2023-01-03 07:22:09,device_15,0.03820183141710725,49.734589149240875,False,0.008506004854776796,True,0.038304416957579274,26.75373412788512
2023-06-21 03:24:14,device_16,0.08227147937673503,66.39449233300229,False,0.009971527255513596,False,0.020646524483732043,26.860314570340233
2023-12-18 15:04:28,device_17,0.0652320880331276,51.38755565426086,True,0.007124640670955244,False,0.021970567701349118,23.129394580068023
2023-09-22 08:32:43,device_18,0.06154173604111422,55.34507600922153,True,0.012332129305799466,True,0.036954469112931154,29.332697047145334
2023-12-30 05:01:10,device_19,0.0589147059031639,53.612243507962994,False,0.010795333872594593,False,0.00716187788332928,20.268936547872695
2023-03-25 12:14:30,device_20,0.04213721632509153,54.38094897122311,False,0.010104360646809139,False,0.011589221060792262,19.988134432451062
2023-02-27 23:26:12,device_21,0.09153654578494587,52.360558198372416,True,0.006460588004060245,False,0.034257849684453695,26.709743257513153
2023-07-26 03:40:52,device_22,0.058730886440770694,66.05661748679383,True,0.014004154792797489,False,0.027003599654150855,20.547598077176694
2023-03-22 20:25:11,device_23,0.038788560062538786,66.54217171243558,True,0.004323090030529845,True,0.024772550520656994,24.935694687367832
2023-03-10 14:31:52,device_24,0.057020234744995825,76.4149897701725,False,0.009943801979666406,True,0.0252833556502274,24.847431079632194
2023-12-29 19:19:00,device_25,0.04625781034905428,64.32248393565435,True,0.01416308131779035,True,0.026912000184715082,30.427788969360535
2023-08-26 03:56:42,device_26,0.06882929782579218,69.63966446943573,False,0.01347887630319572,False,0.0249849810865424,24.609929609837028
2023-03-13 21:26:22,device_27,0.027482698717219912,56.9765292948734,True,0.003018262988363182,False,0.011571482542108913,20.378161863042823
2023-05-09 07:58:21,device_28,0.05353017430199443,61.918313129068636,True,0.010041863886167714,False,0.0321309324609297,23.7200688924691
2023-05-30 09:51:53,device_29,0.039902732346634176,62.13531954375243,True,0.013789311508653389,False,0.01720855297537296,27.309161117344708
2023-09-13 03:28:48,device_30,0.02238759797234236,56.18548832733582,False,0.015800897004036217,True,0.021009790666153546,21.943563269185994
2023-04-18 13:28:45,device_31,0.04208200245139561,68.58888248859381,True,0.0014555371019816504,True,0.020653717454042573,16.64728342930892
2023-04-21 08:35:08,device_32,0.030867714660916985,62.529111251893276,False,0.002694298403754328,True,0.029854126777111654,17.72091484116998
2023-09-22 13:36:32,device_33,0.06219857588857901,54.67923514764188,False,0.012528393977034483,False,0.03659545843232591,26.077081850515775
2023-10-04 13:53:15,device_34,0.026851360033107466,64.7724999135469,False,0.0059897951893056415,True,0.008242800759545987,22.82956906781459
2023-11-25 09:05:24,device_35,0.09733329138543358,43.78882250250905,False,0.01889210175615762,True,0.02449011781235037,28.072863466722218
2023-05-26 14:45:48,device_36,0.04569849872139473,83.69027772688334,False,0.007600138516565797,True,0.01952774270362688,20.883470470263138
2023-07-08 11:33:33,device_37,-0.0032223071454672084,82.60453301851364,True,0.009678472812401105,True,0.027873284131854546,28.972251182762857
2023-10-27 13:05:24,device_38,0.03654248319448917,78.79215314788175,True,0.006377336681345373,False,0.019116423591503416,25.15830401586768
2023-08-21 08:37:55,device_39,0.08334006540440703,54.63718941832174,False,0.00837342551432278,True,0.008116656220126717,22.510825681362228
2023-10-10 20:25:10,device_40,-0.005578419496165984,60.09644623168323,True,0.011568584118908286,False,0.022091854429410314,24.287552158743075
2023-07-19 03:46:08,device_41,0.05719558730361407,64.00871919840853,True,0.014529227806752719,False,0.0381545233872736,24.125872142142835
2023-11-21 12:41:53,device_42,0.03538821659088621,50.9890539862562,False,0.004474172478147741,False,0.02023555601169899,24.758561190012294
2023-10-11 17:32:57,device_43,0.03081031944078676,62.11458581082261,True,0.0030780084439756706,True,0.022711557104303164,22.73700722437514
2023-10-16 04:58:43,device_44,0.05405842229689867,62.00984477492478,False,0.007890654761778427,False,-0.0012510769106554645,25.42129661530994
2023-06-12 20:32:20,device_45,0.05265692026018396,53.041213880627865,True,0.011268144289614382,True,0.025607469244787552,18.835091947891303
2023-09-20 02:23:16,device_46,0.04022289984067341,65.44186325552654,False,0.004529541880617148,False,0.03192628737685448,28.908763006668302
2023-04-05 19:02:40,device_47,0.05007826558779117,49.70598603302899,True,0.007002920074408928,False,0.010444137946371038,32.523853383402376
